id,name,type,desc,atk,def,level,race,attribute,archetype,banlist_info.ban_tcg,banlist_info.ban_ocg,banlist_info.ban_goat,card_sets_set_name,card_sets_set_code,card_sets_set_rarity,card_sets_set_rarity_code,card_sets_set_price,card_images_id,card_images_image_url,card_images_image_url_small,card_prices_cardmarket_price,card_prices_tcgplayer_price,card_prices_ebay_price,card_prices_amazon_price,card_prices_coolstuffinc_price
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-E003,Ultra Rare,(UR),53.66,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-E003,Ultra Rare,(UR),53.66,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-E003,Ultra Rare,(UR),53.66,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-E003,Ultra Rare,(UR),53.66,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-E003,Ultra Rare,(UR),53.66,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legend of Blue Eyes White Dragon,LOB-EN005,Ultra Rare,(UR),49.41,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection,LC01-EN005,Ultra Rare,(UR),4.43,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN001,Secret Rare,(ScR),10.84,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Decks II,LDK2-ENY10,Common,(C),2.35,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Legendary Dragon Decks,LEDD-ENA01,Common,(C),1.72,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Maximum Gold,MAGO-EN002,Premium Gold Rare,(PG),11.91,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Retro Pack,RP01-EN003,Ultra Rare,(UR),503.21,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,"Shonen Jump Vol. 9, Issue 4 promotional card",JUMP-EN049,Ultra Rare,(UR),129.27,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,"Shonen Jump Vol. 9, Issue 4 promotional card",JUMP-EN049,Ultra Rare,(UR),129.27,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,"Shonen Jump Vol. 9, Issue 4 promotional card",JUMP-EN049,Ultra Rare,(UR),129.27,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,"Shonen Jump Vol. 9, Issue 4 promotional card",JUMP-EN049,Ultra Rare,(UR),129.27,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
